frame.number,ip.src,ip.dst,tcp.srcport
665,192.168.10.5,72.21.91.29,49297
666,192.168.10.5,72.21.91.29,49298
667,192.168.10.5,72.21.91.29,49299
668,192.168.10.9,54.70.245.228,1190
669,192.168.10.9,52.25.103.117,1191
670,192.168.10.9,52.25.103.117,1192
671,192.168.10.9,52.25.103.117,1193
672,192.168.10.9,52.25.103.117,1194
673,192.168.10.9,52.25.103.117,1195
674,192.168.10.9,52.25.103.117,1196
675,192.168.10.9,72.21.91.29,1197
676,192.168.10.9,72.21.91.29,1198
677,192.168.10.9,72.21.91.29,1199
678,192.168.10.9,72.21.91.29,1200
679,192.168.10.9,52.43.235.20,1201
680,192.168.10.9,52.84.34.144,1202
681,192.168.10.9,52.84.34.144,1203
682,192.168.10.9,52.84.34.144,1204
683,192.168.10.9,52.84.34.144,1205
684,192.168.10.9,52.84.30.37,1206
685,192.168.10.9,52.84.30.37,1207
686,192.168.10.9,52.84.30.37,1208
687,192.168.10.9,52.84.30.37,1209
688,192.168.10.9,52.25.103.117,1210
689,192.168.10.15,65.55.138.112,49466
690,192.168.10.8,192.168.10.50,49200
691,192.168.10.8,192.168.10.50,49200
692,192.168.10.8,192.168.10.50,49201
693,192.168.10.8,192.168.10.50,49201
694,192.168.10.15,65.55.138.112,49467
695,192.168.10.15,207.109.221.233,49468
696,192.168.10.15,23.50.75.27,49469
697,192.168.10.8,192.168.10.50,49202
698,192.168.10.8,192.168.10.50,49202
699,192.168.10.8,52.38.199.186,49203
700,192.168.10.15,104.97.95.20,49470
701,192.168.10.15,64.4.54.98,49471
702,192.168.10.15,23.199.172.161,49472
703,192.168.10.8,72.21.91.29,49204
704,192.168.10.8,74.125.29.108,49205
705,192.168.10.8,184.50.238.241,49206
706,192.168.10.15,65.55.138.112,49473
707,192.168.10.8,52.11.17.245,49207
708,192.168.10.8,52.11.17.245,49208
709,192.168.10.8,72.21.91.29,49211
710,192.168.10.15,13.107.4.50,49474
711,192.168.10.8,153.254.170.142,49212
712,192.168.10.17,172.217.11.46,33190
713,192.168.10.8,192.168.10.50,49213
714,192.168.10.8,192.168.10.50,49213
715,192.168.10.17,172.217.10.14,49010
716,192.168.10.17,172.217.12.142,39333
717,192.168.10.8,52.84.26.24,49214
718,192.168.10.8,153.254.170.142,49215
719,192.168.10.8,153.254.170.142,49216
720,192.168.10.8,172.217.11.46,49217
721,192.168.10.8,172.217.10.14,49218
722,192.168.10.8,172.217.12.142,49219
723,192.168.10.8,153.254.170.142,49212
724,192.168.10.8,153.254.170.142,49215
725,192.168.10.8,153.254.170.142,49216
726,192.168.10.8,52.39.237.157,49220
727,192.168.10.17,104.27.82.74,46365
728,192.168.10.8,50.112.201.212,49221
729,192.168.10.8,52.84.26.59,49222
730,192.168.10.8,52.84.26.59,49223
731,192.168.10.8,153.254.170.142,49212
732,192.168.10.5,13.82.187.188,49300
733,192.168.10.8,153.254.170.142,49215
734,192.168.10.8,153.254.170.142,49216
735,192.168.10.15,64.4.54.253,49475
736,192.168.10.14,104.17.131.32,59164
737,192.168.10.14,52.84.26.182,59165
738,192.168.10.14,52.84.26.182,59166
739,192.168.10.14,52.84.26.182,59167
740,192.168.10.14,52.84.26.182,59168
741,192.168.10.14,52.84.26.182,59169
742,192.168.10.14,52.84.26.182,59170
743,192.168.10.14,23.192.61.7,59171
744,192.168.10.14,124.39.4.138,59172
745,192.168.10.14,124.39.4.138,59173
746,192.168.10.14,23.50.75.27,59174
747,192.168.10.14,23.192.61.7,59175
748,192.168.10.14,23.192.61.7,59176
749,192.168.10.14,210.160.193.188,59177
750,192.168.10.14,210.160.193.188,59178
751,192.168.10.14,210.160.193.188,59179
752,192.168.10.14,52.24.139.120,59180
753,192.168.10.14,72.21.91.29,59181
754,192.168.10.14,104.16.26.216,59182
755,192.168.10.14,104.16.26.216,59183
756,192.168.10.14,104.16.26.216,59185
757,192.168.10.14,104.16.26.216,59184
758,192.168.10.14,74.119.118.67,59186
759,192.168.10.14,74.119.118.67,59187
760,192.168.10.14,210.160.193.189,59188
761,192.168.10.14,210.160.193.189,59189
762,192.168.10.14,210.160.193.189,59190
763,192.168.10.14,210.160.193.189,59191
764,192.168.10.14,23.50.75.27,59192
765,192.168.10.14,23.50.75.27,59193
766,192.168.10.14,23.50.75.27,59194
767,192.168.10.14,210.160.193.167,59195
768,192.168.10.14,210.160.193.167,59196
769,192.168.10.14,210.160.193.167,59197
770,192.168.10.14,23.207.17.220,59198
771,192.168.10.8,153.254.170.142,49224
772,192.168.10.15,65.55.138.112,49476
773,192.168.10.8,153.254.170.142,49224
774,192.168.10.15,65.55.138.112,49477
775,192.168.10.8,153.254.170.142,49224
776,192.168.10.15,13.68.82.8,49478
777,192.168.10.15,13.107.4.50,49479
778,192.168.10.15,131.253.61.98,49480
779,192.168.10.15,64.4.54.253,49481
780,192.168.10.15,23.15.4.19,49482
781,192.168.10.15,23.208.217.149,49483
782,192.168.10.15,52.160.91.170,49484
783,192.168.10.15,23.208.217.149,49485
784,192.168.10.25,192.168.10.50,49165
785,192.168.10.25,192.168.10.50,49165
786,192.168.10.25,192.168.10.50,49166
787,192.168.10.25,192.168.10.50,49166
788,192.168.10.15,192.168.10.3,49486
789,192.168.10.15,192.168.10.3,49486
790,192.168.10.15,192.168.10.3,49487
791,192.168.10.15,192.168.10.3,49487
792,192.168.10.25,67.221.174.30,49167
793,192.168.10.25,172.217.10.42,49168
794,192.168.10.25,72.5.205.29,49169
795,192.168.10.25,67.221.174.40,49170
796,192.168.10.25,67.221.174.40,49171
797,192.168.10.25,67.221.174.40,49172
798,192.168.10.25,67.221.174.40,49173
799,192.168.10.15,65.55.138.112,49488
800,192.168.10.25,172.217.11.40,49174
801,192.168.10.25,157.240.18.19,49175
802,192.168.10.25,172.217.10.230,49176
803,192.168.10.15,64.4.54.254,49489
804,192.168.10.25,67.221.174.30,49177
805,192.168.10.25,172.217.10.67,49178
806,192.168.10.25,172.217.10.142,49179
807,192.168.10.25,72.5.205.22,49180
808,192.168.10.25,52.84.3.33,49181
809,192.168.10.25,23.200.16.168,49182
810,192.168.10.25,172.217.12.206,49183
811,192.168.10.8,35.165.181.13,49225
812,192.168.10.25,157.240.18.19,49184
813,192.168.10.25,157.240.2.35,49185
814,192.168.10.25,216.58.219.205,49186
815,192.168.10.25,192.124.249.5,49187
816,192.168.10.25,172.217.10.46,49188
817,192.168.10.25,80.247.66.26,49189
818,192.168.10.25,172.217.12.163,49190
819,192.168.10.25,172.217.10.46,49191
820,192.168.10.25,178.172.160.2,49192
821,192.168.10.25,157.240.2.35,49193
822,192.168.10.25,157.240.18.19,49194
823,192.168.10.15,192.168.10.3,49490
824,192.168.10.15,192.168.10.3,49490
825,192.168.10.15,192.168.10.3,49491
826,192.168.10.15,192.168.10.3,49491
827,192.168.10.15,192.168.10.3,49492
828,192.168.10.15,192.168.10.3,49492
829,192.168.10.15,192.168.10.3,49493
830,192.168.10.15,192.168.10.3,49493
831,192.168.10.15,192.168.10.3,49494
832,192.168.10.15,192.168.10.3,49494
833,192.168.10.8,52.43.235.20,49226
834,192.168.10.15,131.253.61.98,49495
835,192.168.10.15,192.168.10.3,49496
836,192.168.10.15,192.168.10.3,49496
837,192.168.10.15,192.168.10.3,49497
838,192.168.10.15,192.168.10.3,49497
839,192.168.10.15,65.55.252.202,49498
840,192.168.10.15,65.55.138.112,49499
841,192.168.10.15,192.168.10.3,49500
842,192.168.10.15,192.168.10.3,49500
843,192.168.10.15,192.168.10.3,49501
844,192.168.10.15,192.168.10.3,49501
845,192.168.10.15,64.4.54.36,49502
846,192.168.10.15,65.52.98.233,49503
847,192.168.10.15,173.222.32.208,49504
848,192.168.10.15,23.208.218.50,49505
849,192.168.10.15,23.208.217.149,49506
850,192.168.10.15,23.208.217.149,49507
851,192.168.10.15,184.84.243.224,49508
852,192.168.10.15,204.79.197.200,49509
853,192.168.10.19,23.192.60.20,59431
854,192.168.10.19,72.21.91.29,42904
855,192.168.10.19,23.192.60.20,59433
856,192.168.10.19,23.199.172.180,44939
857,192.168.10.19,23.199.172.180,44940
858,192.168.10.19,23.199.172.180,44941
859,192.168.10.19,23.199.172.180,44942
860,192.168.10.19,23.199.172.180,44943
861,192.168.10.19,23.199.172.180,44944
862,192.168.10.19,23.199.172.180,44945
863,192.168.10.19,23.199.172.180,44946
864,192.168.10.19,23.199.172.180,44947
865,192.168.10.19,23.199.172.180,44948
866,192.168.10.19,23.199.172.180,44949
867,192.168.10.19,23.199.172.180,44950
868,192.168.10.19,23.199.172.180,44951
869,192.168.10.19,23.199.172.180,44952
870,192.168.10.19,23.199.172.180,44953
871,192.168.10.19,23.199.172.180,44954
872,192.168.10.19,157.240.18.19,36797
873,192.168.10.19,23.192.60.20,59451
874,192.168.10.19,23.192.60.20,59452
875,192.168.10.19,23.192.60.20,59453
876,192.168.10.19,172.217.11.40,59160
877,192.168.10.19,23.192.60.20,59455
878,192.168.10.19,23.192.60.20,59456
879,192.168.10.15,13.107.21.200,49510
880,192.168.10.19,96.6.168.45,53549
881,192.168.10.19,172.217.6.206,45169
882,192.168.10.19,172.217.6.206,45170
883,192.168.10.19,157.240.18.19,36807
884,192.168.10.19,157.240.2.35,52627
885,192.168.10.19,172.217.10.142,37170
886,192.168.10.19,172.217.9.226,55614
887,192.168.10.19,173.194.208.156,59455
888,192.168.10.19,172.217.10.142,37173
889,192.168.10.19,96.6.168.45,53558
890,192.168.10.19,172.217.10.2,40667
891,192.168.10.19,173.194.208.156,59459
892,192.168.10.19,216.58.219.228,41928
893,192.168.10.19,172.217.10.2,40670
894,192.168.10.19,216.58.219.228,41930
895,192.168.10.19,216.58.219.228,41931
896,192.168.10.19,216.58.219.228,41932
897,192.168.10.19,172.217.3.99,50695
898,192.168.10.19,172.217.3.99,50696
899,192.168.10.19,172.217.3.99,50697
900,192.168.10.19,172.217.3.99,50698
901,192.168.10.19,172.217.10.42,45017
902,192.168.10.19,172.217.10.67,56435
903,192.168.10.19,216.58.219.228,41939
904,192.168.10.15,13.107.21.200,49511
905,192.168.10.15,23.15.4.24,49512
906,192.168.10.5,64.4.54.22,49301
907,192.168.10.14,173.194.175.108,59199
908,192.168.10.17,54.148.10.141,40137
909,192.168.10.17,52.11.164.190,60131
910,192.168.10.17,72.21.91.29,52832
911,192.168.10.17,72.21.91.29,52833
912,192.168.10.17,54.148.10.141,40141
913,192.168.10.17,54.148.10.141,40142
914,192.168.10.17,54.148.10.141,40143
915,192.168.10.17,54.148.10.141,40144
916,192.168.10.17,54.148.10.141,40145
917,192.168.10.17,52.84.34.144,48377
918,192.168.10.15,207.46.101.29,49513
919,192.168.10.15,40.77.224.7,49514
920,192.168.10.15,198.41.215.185,49515
921,192.168.10.15,23.194.182.11,49516
922,192.168.10.15,13.82.187.188,49517
923,192.168.10.15,192.168.10.50,49518
924,192.168.10.15,192.168.10.50,49518
925,192.168.10.15,192.168.10.50,49519
926,192.168.10.15,192.168.10.50,49519
927,192.168.10.9,52.27.142.126,1211
928,192.168.10.9,52.84.26.7,1212
929,192.168.10.9,52.84.26.7,1213
930,192.168.10.9,72.21.91.29,1214
931,192.168.10.9,72.21.91.29,1215
932,192.168.10.9,52.84.26.24,1216
933,192.168.10.15,65.55.252.202,49520
934,192.168.10.19,172.217.11.46,57808
935,192.168.10.19,172.217.12.142,34788
936,192.168.10.15,173.194.175.109,49525
937,192.168.10.15,184.50.238.241,49526
938,192.168.10.15,52.11.17.245,49527
939,192.168.10.15,52.10.50.117,49528
940,192.168.10.15,23.192.74.53,49529
941,192.168.10.15,23.192.74.53,49530
942,192.168.10.15,72.21.91.29,49531
943,192.168.10.15,72.21.91.29,49532
944,192.168.10.15,72.21.91.29,49533
945,192.168.10.15,23.60.139.27,49534
946,192.168.10.15,23.60.139.27,49535
947,192.168.10.15,52.11.17.245,49536
948,192.168.10.15,52.10.50.117,49537
949,192.168.10.15,23.60.139.27,49538
950,192.168.10.15,23.60.139.27,49539
951,192.168.10.3,64.4.54.253,61300
952,192.168.10.15,172.217.11.46,49540
953,192.168.10.15,23.192.74.53,49541
954,192.168.10.15,52.84.26.156,49542
955,192.168.10.15,52.84.26.156,49543
956,192.168.10.15,172.217.6.206,49544
957,192.168.10.15,172.217.6.206,49545
958,192.168.10.15,23.192.74.53,49546
959,192.168.10.15,23.192.74.53,49547
960,192.168.10.15,23.15.4.16,49548
961,192.168.10.15,23.15.4.16,49549
962,192.168.10.15,23.15.4.16,49550
963,192.168.10.15,23.15.4.16,49551
964,192.168.10.15,23.15.4.16,49552
965,192.168.10.15,23.15.4.16,49553
966,192.168.10.15,23.15.4.17,49554
967,192.168.10.15,23.15.4.17,49555
968,192.168.10.15,23.15.4.17,49556
969,192.168.10.15,23.15.4.17,49557
970,192.168.10.15,23.15.4.17,49558
971,192.168.10.15,23.15.4.17,49559
972,192.168.10.15,72.21.91.70,49560
973,192.168.10.15,96.16.193.174,49561
974,192.168.10.15,96.16.193.174,49562
975,192.168.10.15,96.16.193.174,49563
976,192.168.10.15,96.16.193.174,49564
977,192.168.10.15,96.16.193.174,49565
978,192.168.10.15,23.15.4.17,49566
979,192.168.10.15,23.15.4.17,49567
980,192.168.10.15,52.26.195.87,49568
981,192.168.10.15,52.26.195.87,49569
982,192.168.10.15,172.217.12.142,49570
983,192.168.10.15,172.217.12.142,49571
984,192.168.10.51,91.189.89.144,45985
985,192.168.10.15,104.97.71.91,49572
986,192.168.10.15,104.97.71.91,49573
987,192.168.10.15,23.194.181.73,49574
988,192.168.10.15,23.194.181.73,49575
989,192.168.10.17,104.25.186.115,46762
990,192.168.10.17,104.25.186.115,46329
991,192.168.10.17,104.25.185.115,56004
992,192.168.10.17,104.25.185.115,56005
993,192.168.10.17,104.25.185.115,56006
994,192.168.10.17,104.25.185.115,56007
995,192.168.10.17,104.25.185.115,56008
996,192.168.10.17,216.58.219.228,59225
997,192.168.10.17,172.217.12.138,42996
998,192.168.10.17,198.232.124.196,42181
999,192.168.10.17,104.16.207.165,35519
1000,192.168.10.17,172.217.6.206,48066
1001,192.168.10.17,172.217.6.206,48067
1002,192.168.10.17,172.217.10.2,52664
1003,192.168.10.17,172.217.10.2,52665
1004,192.168.10.17,172.217.10.2,60944
1005,192.168.10.17,172.217.10.67,58531
1006,192.168.10.17,172.217.12.174,57623
1007,192.168.10.17,52.84.40.102,46236
1008,192.168.10.17,172.217.10.98,32953
1009,192.168.10.17,172.217.10.98,32954
1010,192.168.10.17,52.94.234.174,38647
1011,192.168.10.17,52.94.234.174,38648
1012,192.168.10.17,52.84.40.131,35961
1013,192.168.10.17,173.194.208.157,49262
1014,192.168.10.17,52.84.7.43,40647
1015,192.168.10.17,52.84.7.43,40648
1016,192.168.10.17,157.240.2.25,38858
1017,192.168.10.17,74.119.118.71,55000
1018,192.168.10.17,74.119.118.71,55001
1019,192.168.10.17,68.67.178.176,35167
1020,192.168.10.17,74.119.118.66,38487
1021,192.168.10.17,68.67.178.176,35169
1022,192.168.10.17,74.119.118.94,36850
1023,192.168.10.17,74.119.118.94,36851
1024,192.168.10.17,172.217.3.99,41894
1025,192.168.10.17,157.240.2.25,38867
1026,192.168.10.17,157.240.2.35,46536
1027,192.168.10.17,172.217.6.193,56399
1028,192.168.10.17,172.217.6.193,37030
1029,192.168.10.17,172.217.6.193,56401
1030,192.168.10.17,172.217.10.2,52692
1031,192.168.10.17,172.217.11.6,43208
1032,192.168.10.17,172.217.10.2,60972
1033,192.168.10.17,172.217.10.2,60973
1034,192.168.10.17,172.217.6.206,48100
1035,192.168.10.17,172.217.10.2,60975
1036,192.168.10.17,172.217.10.2,60976
1037,192.168.10.17,172.217.10.2,60977
1038,192.168.10.15,52.43.9.103,49576
1039,192.168.10.15,52.43.9.103,49577
1040,192.168.10.17,104.25.186.115,46377
1041,192.168.10.17,104.25.186.115,46378
1042,192.168.10.15,172.217.10.230,49578
1043,192.168.10.15,52.24.219.132,49579
1044,192.168.10.15,172.217.10.230,49580
1045,192.168.10.15,172.217.10.230,49581
1046,192.168.10.15,172.217.10.230,49582
1047,192.168.10.15,172.217.10.230,49583
1048,192.168.10.15,172.217.10.230,49584
1049,192.168.10.15,172.217.10.230,49585
1050,192.168.10.15,23.23.214.121,49586
1051,192.168.10.15,23.23.214.121,49587
1052,192.168.10.17,172.217.12.138,55221
1053,192.168.10.17,74.119.119.70,47719
1054,192.168.10.17,74.119.119.70,47720
1055,192.168.10.15,72.21.91.29,49588
1056,192.168.10.15,72.21.91.29,49589
1057,192.168.10.15,72.21.91.29,49590
1058,192.168.10.15,72.21.91.29,49591
1059,192.168.10.17,198.232.124.196,42226
1060,192.168.10.17,195.93.42.2,37598
1061,192.168.10.15,23.211.131.22,49592
1062,192.168.10.17,74.119.119.78,58924
1063,192.168.10.17,74.119.119.78,58925
1064,192.168.10.17,74.119.119.78,58926
1065,192.168.10.17,74.119.119.78,58927
1066,192.168.10.17,74.119.119.78,58928
1067,192.168.10.17,195.93.42.2,37604
1068,192.168.10.17,74.119.119.78,58930
1069,192.168.10.15,23.60.139.27,49593
1070,192.168.10.17,172.217.6.193,37054
1071,192.168.10.17,172.217.10.2,60993
1072,192.168.10.15,23.15.4.17,49594
1073,192.168.10.17,172.217.6.234,49515
1074,192.168.10.17,192.229.163.249,47691
1075,192.168.10.17,74.119.119.78,58935
1076,192.168.10.17,74.119.119.78,58936
1077,192.168.10.17,74.119.119.78,58937
1078,192.168.10.17,74.119.119.78,58938
1079,192.168.10.17,74.119.119.78,58939
1080,192.168.10.17,74.119.119.78,58940
1081,192.168.10.17,172.217.10.230,50145
1082,192.168.10.17,172.217.10.42,40448
1083,192.168.10.17,172.217.10.67,47360
1084,192.168.10.17,172.217.11.6,43242
1085,192.168.10.17,172.217.10.2,52728
1086,192.168.10.17,172.217.10.2,32774
1087,192.168.10.17,8.43.72.98,37365
1088,192.168.10.17,172.217.10.230,60492
1089,192.168.10.17,74.119.119.78,58925
1090,192.168.10.17,74.119.119.78,58924
1091,192.168.10.17,74.119.119.78,58926
1092,192.168.10.17,74.119.119.78,58927
1093,192.168.10.17,74.119.119.78,58928
1094,192.168.10.17,74.119.119.78,58930
1095,192.168.10.15,23.15.4.17,49595
1096,192.168.10.17,23.194.180.56,58891
1097,192.168.10.17,172.217.11.6,43248
1098,192.168.10.17,69.172.216.56,41790
1099,192.168.10.17,74.119.119.78,58935
1100,192.168.10.17,74.119.119.78,58936
1101,192.168.10.17,172.217.10.2,32780
1102,192.168.10.17,23.60.139.27,39055
1103,192.168.10.15,192.243.250.65,49596
1104,192.168.10.17,74.119.119.70,47753
1105,192.168.10.17,74.119.119.70,47754
1106,192.168.10.17,199.166.0.200,44317
1107,192.168.10.17,69.172.216.56,41796
1108,192.168.10.17,157.240.2.25,38921
1109,192.168.10.15,184.73.199.81,49597
1110,192.168.10.17,69.172.216.111,43981
1111,192.168.10.17,74.119.119.70,47759
1112,192.168.10.17,74.119.119.70,47760
1113,192.168.10.17,157.240.2.25,38925
1114,192.168.10.17,23.194.180.56,58905
1115,192.168.10.17,23.194.180.56,58906
1116,192.168.10.15,34.196.134.13,49598
1117,192.168.10.15,34.196.134.13,49599
1118,192.168.10.15,172.217.10.230,49600
1119,192.168.10.15,172.217.10.230,49601
1120,192.168.10.15,172.217.10.230,49602
1121,192.168.10.15,172.217.10.230,49603
1122,192.168.10.17,204.154.111.119,51158
1123,192.168.10.17,157.240.2.25,38929
1124,192.168.10.17,172.217.11.6,43265
1125,192.168.10.17,172.217.11.6,43266
1126,192.168.10.15,172.217.10.230,49604
1127,192.168.10.15,151.101.0.249,49605
1128,192.168.10.15,151.101.0.249,49606
1129,192.168.10.15,23.15.4.17,49607
1130,192.168.10.15,23.15.4.17,49608
1131,192.168.10.15,23.15.4.17,49609
1132,192.168.10.15,23.15.4.17,49610
1133,192.168.10.17,74.119.119.70,47753
1134,192.168.10.17,74.119.119.70,47754
1135,192.168.10.17,178.255.83.1,58322
1136,192.168.10.15,157.240.2.25,49611
1137,192.168.10.15,98.139.225.35,49612
1138,192.168.10.15,98.139.225.35,49613
1139,192.168.10.15,172.217.10.2,49614
1140,192.168.10.17,172.217.11.6,43268
1141,192.168.10.17,172.217.11.6,43269
1142,192.168.10.17,172.217.11.6,43270
1143,192.168.10.15,184.73.198.130,49615
1144,192.168.10.15,104.244.43.80,49616
1145,192.168.10.15,172.217.10.2,49617
1146,192.168.10.17,69.172.216.111,43995
1147,192.168.10.15,96.16.193.174,49618
1148,192.168.10.15,96.16.193.174,49619
1149,192.168.10.15,157.240.2.25,49620
1150,192.168.10.15,172.217.6.206,49621
1151,192.168.10.15,172.217.6.206,49622
1152,192.168.10.17,74.119.119.78,58924
1153,192.168.10.17,74.119.119.78,58927
1154,192.168.10.17,74.119.119.78,58926
1155,192.168.10.15,23.208.217.34,49623
1156,192.168.10.15,23.208.217.34,49624
1157,192.168.10.17,74.119.119.70,47760
1158,192.168.10.15,172.217.10.98,49625
1159,192.168.10.15,72.247.71.166,49626
1160,192.168.10.15,107.20.238.210,49627
1161,192.168.10.15,107.20.238.210,49628
1162,192.168.10.17,74.119.119.78,58930
1163,192.168.10.15,8.18.45.80,49629
1164,192.168.10.15,172.217.10.230,49630
1165,192.168.10.17,204.154.111.119,51167
1166,192.168.10.15,151.101.128.70,49631
1167,192.168.10.15,104.16.28.216,49632
1168,192.168.10.15,104.16.28.216,49633
1169,192.168.10.15,23.60.139.27,49634
1170,192.168.10.15,172.217.10.2,49635
1171,192.168.10.17,204.154.111.119,51168
1172,192.168.10.15,104.196.145.240,49636
1173,192.168.10.15,104.196.145.240,49637
1174,192.168.10.17,74.119.119.78,58936
1175,192.168.10.15,172.217.10.2,49638
1176,192.168.10.17,172.217.10.230,50180
1177,192.168.10.15,199.38.164.54,49639
1178,192.168.10.15,199.38.164.54,49640
1179,192.168.10.15,23.15.4.11,49641
1180,192.168.10.15,198.51.152.184,49642
1181,192.168.10.15,72.30.3.43,49643
1182,192.168.10.15,151.101.1.63,49644
1183,192.168.10.15,151.101.1.63,49645
1184,192.168.10.17,172.217.10.230,50181
1185,192.168.10.17,172.217.10.230,50182
1186,192.168.10.17,204.154.111.119,51172
1187,192.168.10.15,52.89.237.152,49646
1188,192.168.10.15,52.89.237.152,49647
1189,192.168.10.17,204.154.111.119,51173
1190,192.168.10.15,23.15.4.8,49648
1191,192.168.10.15,157.240.2.35,49649
1192,192.168.10.15,38.126.130.202,49650
1193,192.168.10.15,37.157.6.251,49651
1194,192.168.10.15,37.157.6.251,49652
1195,192.168.10.15,199.59.150.44,49653
1196,192.168.10.17,74.119.118.92,36519
1197,192.168.10.17,74.119.118.92,36520
1198,192.168.10.17,74.119.118.92,36521
1199,192.168.10.17,74.119.118.92,36522
1200,192.168.10.17,204.154.111.119,51178
1201,192.168.10.17,204.154.111.119,51179
1202,192.168.10.15,199.38.164.54,49654
1203,192.168.10.15,199.38.164.54,49655
1204,192.168.10.15,199.59.150.42,49656
1205,192.168.10.15,199.59.150.42,49657
1206,192.168.10.15,172.217.12.132,49658
1207,192.168.10.15,172.217.12.132,49659
1208,192.168.10.15,172.217.12.132,49660
1209,192.168.10.15,172.217.12.132,49661
1210,192.168.10.15,156.154.202.36,49662
1211,192.168.10.15,156.154.202.36,49663
1212,192.168.10.15,172.217.6.206,49664
1213,192.168.10.15,159.127.42.140,49665
1214,192.168.10.15,172.217.6.206,49666
1215,192.168.10.15,172.217.6.206,49667
1216,192.168.10.15,172.217.6.206,49668
1217,192.168.10.15,23.50.75.27,49669
1218,192.168.10.15,23.50.75.27,49670
1219,192.168.10.15,23.50.75.27,49671
1220,192.168.10.15,23.192.74.53,49672
1221,192.168.10.15,172.217.10.2,49673
1222,192.168.10.15,172.217.10.2,49674
1223,192.168.10.15,216.200.233.94,49675
1224,192.168.10.15,216.200.233.94,49676
1225,192.168.10.15,172.217.10.2,49677
1226,192.168.10.15,68.67.178.243,49678
1227,192.168.10.15,52.24.219.132,49679
1228,192.168.10.15,8.43.72.97,49680
1229,192.168.10.15,68.67.178.243,49681
1230,192.168.10.15,8.43.72.97,49682
1231,192.168.10.15,52.24.219.132,49683
1232,192.168.10.15,172.217.10.2,49684
1233,192.168.10.15,72.30.3.43,49685
1234,192.168.10.15,173.241.242.143,49686
1235,192.168.10.15,199.38.164.157,49687
1236,192.168.10.15,52.22.131.109,49688
1237,192.168.10.15,23.194.181.179,49689
1238,192.168.10.15,129.146.12.97,49690
1239,192.168.10.15,129.146.12.97,49691
1240,192.168.10.15,54.84.36.52,49692
1241,192.168.10.15,162.208.20.184,49693
1242,192.168.10.15,69.169.86.38,49694
1243,192.168.10.17,74.119.119.70,47753
1244,192.168.10.17,74.119.119.70,47754
1245,192.168.10.15,198.51.152.184,49695
1246,192.168.10.15,61.213.187.243,49696
1247,192.168.10.15,184.73.213.214,49697
1248,192.168.10.15,52.71.196.79,49698
1249,192.168.10.15,198.54.12.145,49699
1250,192.168.10.15,104.196.145.240,49700
1251,192.168.10.15,199.38.164.54,49701
1252,192.168.10.15,192.82.242.21,49702
1253,192.168.10.15,192.82.242.21,49703
1254,192.168.10.15,207.200.74.133,49704
1255,192.168.10.15,199.38.165.28,49705
1256,192.168.10.15,184.73.198.9,49706
1257,192.168.10.15,172.217.12.195,49707
1258,192.168.10.15,52.203.75.33,49708
1259,192.168.10.15,199.38.165.28,49709
1260,192.168.10.15,199.38.165.28,49710
1261,192.168.10.15,50.63.243.230,49711
1262,192.168.10.15,199.38.165.28,49712
1263,192.168.10.17,74.119.119.70,47760
1264,192.168.10.15,184.73.198.9,49713
1265,192.168.10.15,151.101.2.2,49714
1266,192.168.10.15,172.217.12.195,49715
1267,192.168.10.15,52.84.28.125,49716
1268,192.168.10.15,50.63.243.230,49717
1269,192.168.10.15,63.251.98.12,49718
1270,192.168.10.15,54.243.80.169,49719
1271,192.168.10.15,23.50.75.27,49720
1272,192.168.10.15,50.63.243.230,49721
1273,192.168.10.15,50.63.243.230,49722
1274,192.168.10.15,23.50.75.27,49723
1275,192.168.10.15,178.255.83.1,49724
1276,192.168.10.15,178.255.83.1,49725
1277,192.168.10.15,178.255.83.1,49726
1278,192.168.10.15,178.255.83.1,49727
1279,192.168.10.15,23.50.75.27,49728
1280,192.168.10.15,23.50.75.27,49729
1281,192.168.10.15,23.50.75.27,49730
1282,192.168.10.15,52.89.237.152,49731
1283,192.168.10.15,199.38.164.54,49732
1284,192.168.10.15,199.38.164.54,49733
1285,192.168.10.15,52.89.237.152,49734
1286,192.168.10.15,23.50.75.27,49735
1287,192.168.10.15,23.50.75.27,49736
1288,192.168.10.15,69.169.85.7,49737
1289,192.168.10.15,52.69.201.192,49738
1290,192.168.10.15,96.16.193.174,49739
1291,192.168.10.15,96.16.193.174,49740
1292,192.168.10.15,23.50.75.27,49741
1293,192.168.10.15,23.50.75.27,49742
1294,192.168.10.15,23.50.75.27,49743
1295,192.168.10.15,23.50.75.27,49744
1296,192.168.10.15,23.15.4.9,49745
1297,192.168.10.15,68.67.178.170,49746
1298,192.168.10.15,40.121.219.108,49747
1299,192.168.10.15,52.70.92.239,49748
1300,192.168.10.15,199.38.165.156,49749
1301,192.168.10.15,199.38.165.160,49750
1302,192.168.10.15,199.38.165.160,49751
1303,192.168.10.15,96.16.193.174,49752
1304,192.168.10.15,178.255.83.1,49753
1305,192.168.10.15,178.255.83.1,49754
1306,192.168.10.15,72.21.91.29,49755
1307,192.168.10.15,23.194.180.170,49756
1308,192.168.10.15,23.194.180.170,49757
1309,192.168.10.15,23.208.165.24,49758
1310,192.168.10.15,23.208.165.24,49759
1311,192.168.10.15,72.247.71.166,49760
1312,192.168.10.15,63.251.248.131,49761
1313,192.168.10.15,63.251.248.131,49762
1314,192.168.10.15,198.8.71.205,49763
